train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_X_6,train_X_7,train_X_8,train_X_9,train_X_10,train_X_11,train_Y
0.7648430466651917,0.452564537525177,0.30389079451560974,0.16266277432441711,0.5915153622627258,0.3957071900367737,0.30716800689697266,0.44866621494293213,0.15572017431259155,0.5735119581222534,0.5956785082817078,-39.0
0.3184599280357361,0.6580337285995483,0.9679315090179443,0.7531096339225769,0.34812477231025696,0.5178937315940857,0.5123159885406494,0.5054869055747986,0.6106266975402832,0.11227288097143173,0.3192652463912964,-39.000003814697266
0.6540645360946655,0.8472728133201599,0.6355565786361694,0.510172426700592,0.8764570355415344,0.15026278793811798,0.7505276799201965,0.045866355299949646,0.2838400900363922,0.8752726912498474,0.8628141283988953,-39.0
0.12121067941188812,0.9988309741020203,0.41226834058761597,0.2997432053089142,0.04644763097167015,0.6440777778625488,0.8924691677093506,0.17628178000450134,0.4067956507205963,0.7167296409606934,0.9421817064285278,-39.0
0.48333245515823364,0.3303065896034241,0.527137279510498,0.9043744206428528,0.48756489157676697,0.9056514501571655,0.4178585410118103,0.32920658588409424,0.028674835339188576,0.7723986506462097,0.7096836566925049,-38.68478012084961
0.9138485789299011,0.5591025352478027,0.2380964159965515,0.05826724320650101,0.6977875828742981,0.02345992438495159,0.6542574763298035,0.6561698317527771,0.7376782298088074,0.29625973105430603,0.4859761595726013,-39.0
0.9861120581626892,0.06456659734249115,0.6144468188285828,0.3456340432167053,0.30637645721435547,0.24261632561683655,0.19625699520111084,0.7991045713424683,0.794369101524353,0.9740129709243774,0.42615213990211487,-39.0
0.04113033041357994,0.3753255009651184,0.7820727229118347,0.10220499336719513,0.9655681252479553,0.6132684946060181,0.4422655701637268,0.2745427191257477,0.12354256212711334,0.023267710581421852,0.8760139346122742,-38.36140441894531
0.5968906879425049,0.7333215475082397,0.4461134970188141,0.9502805471420288,0.224063903093338,0.48886990547180176,0.7372739911079407,0.7107573747634888,0.6413457989692688,0.5452972054481506,0.16222095489501953,-38.53271484375
0.6989884376525879,0.2783341705799103,0.011906980536878109,0.8282973766326904,0.11163291335105896,0.11882003396749496,0.33352816104888916,0.37825432419776917,0.24673466384410858,0.32273247838020325,0.8030053377151489,-39.000003814697266
0.0,0.26249273850128224,0.9827582969575662,0.07250295997730262,1.0,0.7289892116725136,0.38626304920306137,0.20398029546354954,0.0,0.0,0.9765714795743402,-38.091590881347656
0.0,0.08151329447036006,1.0,0.3683384155466021,1.0,1.0,0.38945568329065666,0.08050060573810022,0.0,0.02764595667324124,1.0,-37.962432861328125
0.0,0.0,1.0,0.38612653024324284,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-37.742401123046875
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-38.164791107177734
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-38.36823272705078
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-38.13685607910156
0.0,0.0,0.4811146741254833,0.0,1.0,1.0,0.0,0.4620033176560333,0.0,0.0,1.0,-38.999996185302734
0.0,0.5472668277875409,1.0,0.42004529124141343,0.1139471374712095,1.0,0.0,1.0,0.0,0.0,1.0,-37.998085021972656
1.0,0.0,1.0,0.3635191032907694,1.0,1.0,0.0,1.0,0.13372296015979837,0.0,1.0,-38.462249755859375
0.0,0.0,1.0,0.63537307489434,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-37.9185905456543
0.0,0.0,1.0,0.35596051900726905,1.0,1.0,0.9573553292702655,1.0,0.14777667608011172,0.0,1.0,-37.73383331298828
0.0,0.0,1.0,0.3332075193911698,1.0,1.0,0.5072673455590543,1.0,0.0,0.0,0.9350117558974449,-37.833255767822266
0.0,0.5650483404143161,1.0,0.36821310605716,1.0,1.0,0.4674720065007347,1.0,0.8059792079286999,0.0,1.0,-37.488285064697266
0.0,0.7906439889803695,1.0,0.35109718558519054,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-37.598812103271484
0.0,0.48012582829354283,1.0,0.4437606644871847,1.0,1.0,0.7523081364714854,1.0,0.9825447815065664,0.0,1.0,-37.32206344604492
0.0,0.3559314190934725,1.0,0.5023843340843086,1.0,1.0,0.9483085160003702,1.0,1.0,0.0,1.0,-37.38833236694336
0.0,0.7328687186857723,1.0,0.46512534451839743,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-37.35881805419922
0.0,0.19998832954827844,1.0,0.4471519128432815,1.0,0.1130025527333573,0.726709504679912,1.0,1.0,0.7357733336775784,1.0,-39.0
0.0,0.18053968129173087,1.0,0.44313294656525243,1.0,0.9970938184252072,0.8150409678622745,1.0,1.0,0.0,0.24834727092640718,-37.2263069152832
0.0,0.14076566684658484,1.0,0.4444251563002432,1.0,0.9987380487165721,0.8360162637459423,1.0,1.0,0.7718800440594494,0.0,-38.09617614746094
