train_X_1,train_X_2,train_X_3,train_X_4,train_X_5,train_X_6,train_X_7,train_X_8,train_X_9,train_X_10,train_X_11,train_Y,C1
0.47510719299316406,0.592523992061615,0.4944792091846466,0.3138517439365387,0.9560918211936951,0.08330223709344864,0.09876348823308945,0.3474661111831665,0.8469153642654419,0.7615082859992981,0.8828067779541016,-39.0,-0.637972758018299
0.9187631011009216,0.2862500250339508,0.5051088929176331,0.6896172165870667,0.27230095863342285,0.8246564269065857,0.6974778771400452,0.5748164057731628,0.3590169847011566,0.29750150442123413,0.02517954260110855,-38.029693603515625,-0.7816240439747095
0.5260750651359558,0.8038745522499084,0.08376138657331467,0.20943625271320343,0.17348617315292358,0.7266839742660522,0.4803294539451599,0.9630219340324402,0.19957450032234192,0.1388264298439026,0.28512150049209595,-37.92570495605469,-0.7151724993175679
0.07898399233818054,0.07474814355373383,0.9166491031646729,0.8332487344741821,0.6137464046478271,0.48547473549842834,0.8171943426132202,0.23968861997127533,0.688242495059967,0.6770188212394714,0.6853034496307373,-36.10969924926758,-0.6134815887080454
0.21023868024349213,0.8784206509590149,0.6818870306015015,0.9006596207618713,0.7165848016738892,0.15750639140605927,0.3513347804546356,0.8100937604904175,0.03463667258620262,0.4978320002555847,0.4033699631690979,-39.0,-0.6336446695454568
0.6534215807914734,0.24231180548667908,0.31751662492752075,0.024474523961544037,0.023528169840574265,0.9301406145095825,0.9461123943328857,0.018416356295347214,0.5467840433120728,0.9440127015113831,0.5031578540802002,-38.0607795715332,-0.8502856319565388
0.21628172769456475,0.05502486025814022,0.9587481728111129,0.7271038439326816,0.43767735147269915,0.5027170717716217,0.916260586278149,0.013464181615516635,0.8121520618883494,0.4989249036124995,0.30683665420898865,-36.307926177978516,-0.6123795168301938
0.06579533559826815,0.06180966088670035,0.9785425445731477,0.8289014247474227,0.39967315058631314,0.6286387503147125,0.6248543532681893,0.053327875842204664,0.9362354176704578,0.6947865459618818,0.2953314397761291,-36.8730354309082,-0.6452910589527643
0.003112860708109,0.10000691886707558,0.9810684000653964,0.8768732935099735,0.6042522892089565,0.46220327019691465,0.5389462683086415,0.4653002019456219,0.7315015609165982,0.9230815588095403,0.3085439196849982,-35.60411071777344,-0.6149885077343797
0.026632742331959183,0.20180350794601037,0.5825290585614915,0.4542336485699017,0.3234624822087873,0.48930588364601135,0.4741455539955233,0.4763123739199747,0.8753999616733822,0.718379164589966,0.29200733235442006,-36.161624908447266,-0.613261960940612
