x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,train_fun
0.3745726943016052,0.18815450370311737,0.7655498385429382,0.24487648904323578,0.372898668050766,0.4864572584629059,0.9221194982528687,0.6958668231964111,0.04555101692676544,0.9516268372535706,0.8870529532432556,-36.11591339111328
0.7543672919273376,0.9011446237564087,0.009123777970671654,0.7681400775909424,0.8596537113189697,0.8104187250137329,0.46271634101867676,0.1811443567276001,0.87838214635849,0.4666934013366699,0.489594429731369,-38.02128219604492
0.7156503200531006,0.4733171761035919,0.6033922433853149,0.40368568897247314,0.7073082327842712,0.6266795992851257,0.6361260414123535,0.31230735778808594,0.6048222184181213,0.010065906681120396,0.12404865026473999,-36.86949920654297
0.16322435438632965,0.6862925291061401,0.3587811589241028,0.6143054962158203,0.2127407044172287,0.07644648849964142,0.22164499759674072,0.8263007402420044,0.4438665509223938,0.525257408618927,0.5058946013450623,-39.0
0.07012710720300674,0.29928821325302124,0.19524596631526947,0.6942547559738159,0.004954822361469269,0.2544461786746979,0.5237687826156616,0.4990662634372711,0.7069534659385681,0.2966808080673218,0.20276890695095062,-39.0
0.5588083267211914,0.6016488075256348,0.9388026595115662,0.29562780261039734,0.50831139087677,0.9486779570579529,0.11110161989927292,0.8895549774169922,0.3732678294181824,0.8089550137519836,0.6783944368362427,-38.06328582763672
0.9732206463813782,0.02196614444255829,0.4080711305141449,0.9076751470565796,0.9184698462486267,0.6162877082824707,0.784616231918335,0.508144736289978,0.14658334851264954,0.7304263710975647,0.8095231056213379,-36.84534454345703
0.405658096075058,0.8242814540863037,0.6634773015975952,0.07143449783325195,0.40730077028274536,0.180586576461792,0.32312071323394775,0.1188800111413002,0.8083935379981995,0.24258136749267578,0.3183441162109375,-38.999996185302734
0.47893989086151123,0.4247952699661255,0.4730350375175476,0.3634750545024872,0.7730951905250549,0.043927088379859924,0.5746467709541321,0.4166868031024933,0.6445439457893372,0.6211846470832825,0.2788805067539215,-39.0
0.8921816349029541,0.7271260619163513,0.7215299606323242,0.6527156233787537,0.2755982279777527,0.7216969728469849,0.036996688693761826,0.9641239047050476,0.306461900472641,0.10890374332666397,0.8482569456100464,-37.915672302246094
0.5714860558509827,0.14744316041469574,0.12726077437400818,0.019218023866415024,0.185760498046875,0.8431498408317566,0.8665333390235901,0.5917505621910095,0.20502179861068726,0.42986348271369934,0.7331690788269043,-38.0380973815918
0.049577780067920685,0.9497887492179871,0.8798039555549622,0.996087372303009,0.6754449605941772,0.39122432470321655,0.28005507588386536,0.04308851808309555,0.8712283968925476,0.9177151322364807,0.1482410430908203,-35.319366455078125
0.20525994896888733,0.06267761439085007,0.5433409214019775,0.8204062581062317,0.6088162064552307,0.21322408318519592,0.9730491042137146,0.6535248160362244,0.10282951593399048,0.15398219227790833,0.5921931862831116,-39.0
0.6658651232719421,0.7756374478340149,0.2918491065502167,0.15653663873672485,0.09667083621025085,0.5211519598960876,0.38862887024879456,0.2312970757484436,0.942010223865509,0.6389089226722717,0.03848366066813469,-36.48844528198242
0.8607912063598633,0.3478102385997772,0.8225799202919006,0.5464162230491638,0.44432154297828674,0.9158287048339844,0.718026340007782,0.3539188504219055,0.5436946749687195,0.837480366230011,0.41915470361709595,-38.05876922607422
0.26026955246925354,0.5608153939247131,0.07510983198881149,0.44514480233192444,0.9486544132232666,0.34979748725891113,0.1785280406475067,0.7768747210502625,0.37638941407203674,0.32229551672935486,0.9572497010231018,-39.0
0.28172993659973145,0.331656277179718,0.7177125215530396,0.890275239944458,0.22881807386875153,0.5507788062095642,0.47679662704467773,0.3371049165725708,0.2556254267692566,0.7769566774368286,0.9786636829376221,-36.67469024658203
0.8393973112106323,0.5097180604934692,0.4612272381782532,0.10153189301490784,0.726438045501709,0.24609726667404175,0.876644492149353,0.7899119853973389,0.6641268134117126,0.2578473687171936,0.39371275901794434,-39.0
0.6280565857887268,0.11680368334054947,0.9304348826408386,0.7267889976501465,0.8162801861763,0.3128921091556549,0.2061535120010376,0.6703420877456665,0.812686026096344,0.21839696168899536,0.024871207773685455,-38.999996185302734
0.24300533533096313,0.7948812246322632,0.18600508570671082,0.25039994716644287,0.3264726996421814,0.8902338743209839,0.682173490524292,0.21827171742916107,0.23231013119220734,0.6994049549102783,0.5942095518112183,-38.05292510986328
0.023671351373195648,0.157526895403862,0.27241048216819763,0.42534661293029785,0.393083781003952,0.692699670791626,0.06266617774963379,0.6080641746520996,0.9927286505699158,0.4942658543586731,0.16584746539592743,-37.83021926879883
0.5974518656730652,0.9952411651611328,0.5159043073654175,0.5897127389907837,0.9053522348403931,0.010424605570733547,0.5407480001449585,0.03053608536720276,0.08337275683879852,0.9782235622406006,0.7039653658866882,-39.0
0.9329904317855835,0.38015905022621155,0.11011195182800293,0.20709703862667084,0.5576980710029602,0.4285072386264801,0.37017500400543213,0.4003460109233856,0.43505746126174927,0.5606428384780884,0.838390052318573,-33.85100173950195
0.438075989484787,0.7179195880889893,0.8657030463218689,0.8088475465774536,0.05324212834239006,0.8683668971061707,0.7681784629821777,0.9766577482223511,0.5162878632545471,0.04447370395064354,0.28471872210502625,-38.0474853515625
0.42735713720321655,0.03300343453884125,0.05224238336086273,0.5013061165809631,0.6251837611198425,0.9815892577171326,0.019582664594054222,0.5576655268669128,0.936909019947052,0.6659929752349854,0.37098532915115356,-38.06596755981445
0.9515771269798279,0.8707489371299744,0.8005560040473938,0.4775612950325012,0.13830575346946716,0.2840349078178406,0.622677743434906,0.07312040030956268,0.01827770099043846,0.1820438802242279,0.7528541684150696,-39.0
0.522222638130188,0.255666583776474,0.33134812116622925,0.8503772616386414,0.2906554043292999,0.15501466393470764,0.29605790972709656,0.44952592253685,0.4947185218334198,0.3571925461292267,0.6334937214851379,-39.0
0.10665392130613327,0.5933963656425476,0.5839505195617676,0.1392631083726883,0.7853459119796753,0.5793594121932983,0.819074809551239,0.9352883696556091,0.5852243304252625,0.873353123664856,0.23607328534126282,-36.765220642089844
0.13854028284549713,0.4561488628387451,0.9975500702857971,0.06004420295357704,0.9931485056877136,0.7768933773040771,0.43369945883750916,0.26229387521743774,0.31461480259895325,0.07055763155221939,0.5547740459442139,-37.994747161865234
0.7403970956802368,0.6342414021492004,0.2458733320236206,0.9581891894340515,0.48966890573501587,0.45748281478881836,0.9585340619087219,0.8725375533103943,0.7343447804450989,0.5896755456924438,0.06357215344905853,-35.4643669128418
0.7954142689704895,0.24132727086544037,0.651665449142456,0.33875685930252075,0.07950722426176071,0.10162536054849625,0.13207629323005676,0.745891273021698,0.7576600909233093,0.8871829509735107,0.44851556420326233,-39.0
0.33345869183540344,0.9193735718727112,0.40425819158554077,0.6745019555091858,0.5907993316650391,0.6640006899833679,0.7330828309059143,0.13491183519363403,0.1660556197166443,0.4061664044857025,0.9241029024124146,-37.271018981933594
0.3247873783111572,0.48951613903045654,0.15501269698143005,0.7956135272979736,0.4222426414489746,0.5750777125358582,0.20041406154632568,0.0857171043753624,0.6747034788131714,0.9844356775283813,0.6657854914665222,-36.75563430786133
0.804085373878479,0.6710721850395203,0.8984388113021851,0.19424021244049072,0.9354876279830933,0.12804648280143738,0.660808801651001,0.5372714996337891,0.2804833650588989,0.4722757935523987,0.20390334725379944,-39.0
0.7341675162315369,0.2043662965297699,0.4927074909210205,0.5714511871337891,0.5253368020057678,0.31198394298553467,0.49034833908081055,0.9068378210067749,0.24129900336265564,0.05098755657672882,0.3384501338005066,-39.0
0.1447705775499344,0.8859075903892517,0.7482442259788513,0.4076911509037018,0.019904304295778275,0.9848901033401489,0.9058214426040649,0.4545542895793915,0.8386436700820923,0.5387179851531982,0.7847787737846375,-38.06571578979492
0.11409595608711243,0.00738811120390892,0.8346916437149048,0.2681848704814911,0.19596709311008453,0.6819362640380859,0.34881436824798584,0.844102144241333,0.07779708504676819,0.267294704914093,0.47872379422187805,-37.77560806274414
0.5147808194160461,0.8417912125587463,0.07813484966754913,0.7449215650558472,0.692610502243042,0.11493991315364838,0.7624430656433105,0.267276406288147,0.9711626768112183,0.7520983219146729,0.8937728404998779,-39.0
