x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,train_C1
0.8926435708999634,0.03968153893947601,0.6936374306678772,0.7038031816482544,0.9658123850822449,0.0679464042186737,0.4011921286582947,0.5119731426239014,0.2660576403141022,0.5391762852668762,0.4571138024330139,5.251160040895355
0.024131810292601585,0.5263605713844299,0.2996600866317749,0.19736969470977783,0.23055192828178406,0.9399855732917786,0.8515009880065918,0.4118713438510895,0.7412004470825195,0.02679266408085823,0.5712792873382568,11.137080307538415
0.4172899127006531,0.2610657811164856,0.9419875144958496,0.9835524559020996,0.3885965049266815,0.5504294037818909,0.046941231936216354,0.19137601554393768,0.9069710969924927,0.3905385136604309,0.9562044739723206,9.070749808223848
0.5331161022186279,0.8056976795196533,0.04691562056541443,0.48975682258605957,0.6845859885215759,0.4264981746673584,0.700365424156189,0.8539857268333435,0.06854680180549622,0.934185266494751,0.07794032990932465,8.119801133851919
0.7267154455184937,0.4225824177265167,0.4705398976802826,0.2981809973716736,0.5232670903205872,0.13083355128765106,0.19076812267303467,0.10019615292549133,0.8024176359176636,0.22798126935958862,0.8458700776100159,5.500502054172733
0.346249520778656,0.8778284192085266,0.5207816958427429,0.7929566502571106,0.2883126735687256,0.7528116703033447,0.5609340071678162,0.9522513151168823,0.20618006587028503,0.7128971815109253,0.24879108369350433,10.230984102267897
0.20455630123615265,0.14385946094989777,0.22170083224773407,0.014464565552771091,0.06910134106874466,0.738072395324707,0.3531341552734375,0.6651743054389954,0.3802512586116791,0.8266884684562683,0.3487287163734436,10.153395626772936
0.8396608829498291,0.6573024988174438,0.7730386257171631,0.5199175477027893,0.865397036075592,0.3640801012516022,0.8951653838157654,0.25061169266700745,0.5975828170776367,0.3730056583881378,0.7440869808197021,7.56419621632966
0.8123696446418762,0.3474939465522766,0.1380515992641449,0.812741756439209,0.1708204299211502,0.46145936846733093,0.13411469757556915,0.002856108359992504,0.8681221008300781,0.9982277750968933,0.6710366010665894,8.427388437552459
0.17722679674625397,0.8296259641647339,0.8689560294151306,0.33846259117126465,0.9043108224868774,0.593326210975647,0.6136802434921265,0.9174180030822754,0.1547577977180481,0.4505508840084076,0.3005862534046173,9.34051254322921
0.2563589811325073,0.0626368597149849,0.39018958806991577,0.6246603727340698,0.7499784231185913,0.9206265211105347,0.2847523093223572,0.7005236744880676,0.44552844762802124,0.08775299787521362,0.16414955258369446,11.048124711307288
0.6368631720542908,0.6118159890174866,0.6202359199523926,0.09868038445711136,0.4522189795970917,0.040651749819517136,0.9674525260925293,0.34846970438957214,0.5456112623214722,0.6041629314422607,0.8017502427101135,5.153386044589382
0.5682560801506042,0.24590401351451874,0.9167507290840149,0.1580541729927063,0.3493850827217102,0.2743006944656372,0.4539794921875,0.6017755270004272,0.34097820520401,0.3117726445198059,0.024514462798833847,6.098172011499095
0.4524071216583252,0.6968469619750977,0.0921107605099678,0.6830539107322693,0.5831798315048218,0.6562286019325256,0.7948083281517029,0.43916699290275574,0.6832476854324341,0.7619134187698364,0.8808079361915588,9.705713924031226
